Operation_Date,Year,Month,Quarter,Day_of_Week,Weekend,Peak_Season,Warehouse_ID,Warehouse_Type,Warehouse_Area_sq_m,Temperature_C,Humidity_Percentage,Weather_Condition,Warehouse_Occupancy_Percentage,Total_Shipments,Total_Cargo_Weight_kg,Total_Cargo_Volume_m3,Number_of_Flights,Forklift_Operating_Hours,Conveyor_Operating_Hours,HVAC_Operating_Hours,Lighting_Operating_Hours,Equipment_Utilization_Percentage,Staff_Count,Staff_Availability_Percentage,Energy_Consumption_kWh
2024-07-26,2024,7,3,Friday,Yes,Yes,EX001,Express,14467,39.3,59,Cloudy,77,267,5867.94,56.2,14,7.6,8.8,7.1,24.0,78.4,45,88.3,121.17
2024-07-26,2024,7,3,Friday,Yes,Yes,LA001,Live Animal,11771,39.3,59,Cloudy,60,15,515.75,7.34,1,1.9,0.0,8.0,24.0,27.4,14,89.4,131.96
2024-07-26,2024,7,3,Friday,Yes,Yes,VW001,Valuable,4419,39.3,59,Cloudy,52,39,303.14,2.09,2,1.4,0.2,4.7,24.0,28.0,12,94.2,67.27
2024-07-26,2024,7,3,Friday,Yes,Yes,WH001,General,23238,39.3,59,Cloudy,99,452,43294.86,286.97,26,11.9,8.2,7.1,24.0,95.0,77,95.4,92.97
2024-07-26,2024,7,3,Friday,Yes,Yes,WH002,General,18912,39.3,59,Cloudy,62,237,28083.35,136.04,10,7.4,3.8,7.4,24.0,61.4,66,93.1,87.43
2024-07-26,2024,7,3,Friday,Yes,Yes,WH003,General,18204,39.3,59,Cloudy,68,279,29032.0,180.28,13,7.6,5.1,7.6,24.0,63.5,71,94.8,87.23
2024-07-26,2024,7,3,Friday,Yes,Yes,WH004,General,24074,39.3,59,Cloudy,85,354,43196.92,243.15,14,9.8,6.4,7.2,24.0,79.5,75,96.0,96.11
2024-07-26,2024,7,3,Friday,Yes,Yes,WH005,General,20253,39.3,59,Cloudy,99,406,46421.15,289.91,17,10.8,7.5,7.9,24.0,88.2,82,87.7,90.68
2024-07-26,2024,7,3,Friday,Yes,Yes,WH006,General,20006,39.3,59,Cloudy,70,217,19974.85,86.25,9,7.2,4.0,7.8,24.0,60.2,51,86.3,84.82
2024-07-27,2024,7,3,Saturday,Yes,Yes,CW001,Cold,13828,39.6,56,Hot,94,202,20638.74,89.8,8,6.0,2.5,12.7,24.0,66.9,41,89.1,187.85
2024-07-27,2024,7,3,Saturday,Yes,Yes,CW002,Cold,13143,39.6,56,Hot,99,246,20860.44,85.17,15,7.1,2.7,12.7,24.0,72.4,51,96.8,192.56
2024-07-27,2024,7,3,Saturday,Yes,Yes,DG001,Dangerous Goods,11016,39.6,56,Hot,42,33,2444.21,7.07,1,1.2,0.0,7.9,24.0,20.6,20,95.2,111.33
2024-07-27,2024,7,3,Saturday,Yes,Yes,EX001,Express,14467,39.6,56,Hot,99,300,6386.21,55.64,13,8.3,9.9,7.3,24.0,84.6,50,98.8,130.62
2024-07-27,2024,7,3,Saturday,Yes,Yes,LA001,Live Animal,11771,39.6,56,Hot,80,40,921.93,11.01,2,2.0,0.0,7.8,24.0,37.5,18,87.7,144.28
2024-07-27,2024,7,3,Saturday,Yes,Yes,VW001,Valuable,4419,39.6,56,Hot,24,11,91.22,0.52,1,0.5,0.3,4.7,24.0,15.6,14,86.4,75.12
2024-07-27,2024,7,3,Saturday,Yes,Yes,WH001,General,23238,39.6,56,Hot,85,397,46267.5,228.96,18,10.6,7.5,8.0,24.0,86.6,61,86.8,90.14
2024-07-27,2024,7,3,Saturday,Yes,Yes,WH002,General,18912,39.6,56,Hot,60,279,31402.79,143.63,18,7.8,5.1,7.9,24.0,66.1,53,86.6,91.76
2024-07-27,2024,7,3,Saturday,Yes,Yes,WH003,General,18204,39.6,56,Hot,60,231,20504.58,106.94,14,6.4,4.4,7.9,24.0,54.7,66,94.5,90.25
2024-07-27,2024,7,3,Saturday,Yes,Yes,WH004,General,24074,39.6,56,Hot,71,210,18415.4,104.26,11,6.1,3.5,7.8,24.0,60.6,50,85.5,83.48
2024-07-27,2024,7,3,Saturday,Yes,Yes,WH005,General,20253,39.6,56,Hot,85,317,30859.46,158.1,17,8.7,5.3,7.3,24.0,74.4,56,96.0,90.88
2024-07-27,2024,7,3,Saturday,Yes,Yes,WH006,General,20006,39.6,56,Hot,96,306,33891.16,177.56,19,8.8,5.8,7.9,24.0,83.5,61,90.0,89.05
2024-07-28,2024,7,3,Sunday,No,Yes,CW001,Cold,13828,39.0,59,Cloudy,83,189,19832.19,88.11,12,6.2,2.2,11.8,24.0,64.3,37,93.4,187.96
2024-07-28,2024,7,3,Sunday,No,Yes,CW002,Cold,13143,39.0,59,Cloudy,95,224,19175.62,69.13,13,7.3,2.3,12.1,24.0,66.5,53,92.1,183.88
2024-07-28,2024,7,3,Sunday,No,Yes,DG001,Dangerous Goods,11016,39.0,59,Cloudy,83,105,8642.73,21.35,5,3.7,0.6,7.2,24.0,49.7,30,88.0,113.04
2024-07-28,2024,7,3,Sunday,No,Yes,EX001,Express,14467,39.0,59,Cloudy,73,167,1670.42,14.34,8,5.3,6.2,7.6,24.0,60.9,39,86.8,120.19
2024-07-28,2024,7,3,Sunday,No,Yes,LA001,Live Animal,11771,39.0,59,Cloudy,53,19,553.83,5.88,1,1.2,0.0,7.0,24.0,27.4,15,95.1,137.33
2024-07-28,2024,7,3,Sunday,No,Yes,VW001,Valuable,4419,39.0,59,Cloudy,35,13,85.24,0.49,1,1.4,0.1,4.3,24.0,24.3,11,91.4,71.32
2024-07-28,2024,7,3,Sunday,No,Yes,WH001,General,23238,39.0,59,Cloudy,99,274,32462.4,137.83,14,8.2,5.0,7.6,24.0,75.5,59,95.9,89.07
2024-07-28,2024,7,3,Sunday,No,Yes,WH002,General,18912,39.0,59,Cloudy,99,436,38499.05,173.19,22,11.8,7.7,7.7,24.0,95.0,74,93.2,89.88
2024-07-28,2024,7,3,Sunday,No,Yes,WH003,General,18204,39.0,59,Cloudy,99,300,35847.18,211.71,20,9.1,5.2,7.9,24.0,85.7,69,86.8,87.75
2024-07-28,2024,7,3,Sunday,No,Yes,WH004,General,24074,39.0,59,Cloudy,99,405,47726.67,233.24,16,11.5,7.5,7.4,24.0,92.8,81,85.0,91.01
2024-07-28,2024,7,3,Sunday,No,Yes,WH005,General,20253,39.0,59,Cloudy,64,236,22148.59,104.59,9,7.1,4.6,7.8,24.0,63.3,63,94.2,86.93
2024-07-28,2024,7,3,Sunday,No,Yes,WH006,General,20006,39.0,59,Cloudy,95,255,29541.82,184.1,10,8.3,4.2,6.9,24.0,72.2,60,95.1,91.54
2024-07-29,2024,7,3,Monday,No,Yes,CW001,Cold,13828,38.8,62,Cloudy,84,201,20783.81,69.51,13,5.9,2.5,12.4,24.0,62.9,48,85.9,186.05
2024-07-29,2024,7,3,Monday,No,Yes,CW002,Cold,13143,38.8,62,Cloudy,72,151,12377.52,44.4,10,5.1,1.9,12.1,24.0,56.0,45,91.0,183.97
2024-07-29,2024,7,3,Monday,No,Yes,DG001,Dangerous Goods,11016,38.8,62,Cloudy,61,83,5314.92,10.65,3,2.6,0.6,6.9,24.0,36.8,27,85.1,111.05
2024-07-29,2024,7,3,Monday,No,Yes,EX001,Express,14467,38.8,62,Cloudy,78,191,2521.53,19.5,10,6.4,6.1,7.7,24.0,69.2,41,86.8,116.34
2024-07-29,2024,7,3,Monday,No,Yes,LA001,Live Animal,11771,38.8,62,Cloudy,66,26,849.01,13.41,1,2.3,0.0,7.6,24.0,39.8,21,93.8,137.29
2024-07-29,2024,7,3,Monday,No,Yes,VW001,Valuable,4419,38.8,62,Cloudy,34,25,266.92,1.74,1,1.0,0.3,4.4,24.0,17.3,11,87.1,67.67
2024-07-29,2024,7,3,Monday,No,Yes,WH001,General,23238,38.8,62,Cloudy,91,404,45729.84,200.57,20,10.8,6.8,7.7,24.0,87.7,74,89.9,94.42
2024-07-29,2024,7,3,Monday,No,Yes,WH002,General,18912,38.8,62,Cloudy,72,317,30206.98,123.79,15,8.9,5.4,7.2,24.0,73.7,69,87.6,88.26
2024-07-29,2024,7,3,Monday,No,Yes,WH003,General,18204,38.8,62,Cloudy,78,308,32684.44,215.62,12,8.7,5.1,7.8,24.0,71.8,70,90.3,88.35
2024-07-29,2024,7,3,Monday,No,Yes,WH004,General,24074,38.8,62,Cloudy,66,314,37559.68,154.41,13,9.1,5.6,7.4,24.0,71.7,73,92.7,89.69
2024-07-29,2024,7,3,Monday,No,Yes,WH005,General,20253,38.8,62,Cloudy,82,391,37431.38,224.06,17,10.2,7.0,7.3,24.0,84.0,70,88.9,95.07
2024-07-29,2024,7,3,Monday,No,Yes,WH006,General,20006,38.8,62,Cloudy,70,222,26724.26,117.9,13,7.0,4.2,7.4,24.0,58.2,49,86.1,83.86
2024-07-30,2024,7,3,Tuesday,No,Yes,CW001,Cold,13828,37.7,63,Sunny,93,231,24625.83,109.66,14,6.9,2.8,12.0,24.0,66.7,40,87.7,185.14
2024-07-30,2024,7,3,Tuesday,No,Yes,CW002,Cold,13143,37.7,63,Sunny,75,245,20540.37,84.79,13,6.8,2.9,12.3,24.0,62.7,47,92.5,182.09
2024-07-30,2024,7,3,Tuesday,No,Yes,DG001,Dangerous Goods,11016,37.7,63,Sunny,72,69,5326.67,16.5,3,2.9,0.3,6.9,24.0,43.2,28,87.9,117.8
2024-07-30,2024,7,3,Tuesday,No,Yes,EX001,Express,14467,37.7,63,Sunny,99,371,7061.3,57.47,18,10.6,12.3,7.3,24.0,95.0,49,86.2,126.51
2024-07-30,2024,7,3,Tuesday,No,Yes,LA001,Live Animal,11771,37.7,63,Sunny,45,16,611.38,7.99,1,1.1,0.0,7.3,24.0,21.5,14,88.8,135.5
2024-07-30,2024,7,3,Tuesday,No,Yes,VW001,Valuable,4419,37.7,63,Sunny,29,11,64.01,0.36,1,0.8,0.4,4.4,24.0,16.2,9,86.9,68.21
2024-07-30,2024,7,3,Tuesday,No,Yes,WH001,General,23238,37.7,63,Sunny,71,250,29706.06,160.91,12,7.6,4.9,7.2,24.0,69.8,61,86.7,91.4
2024-07-30,2024,7,3,Tuesday,No,Yes,WH002,General,18912,37.7,63,Sunny,95,361,35296.65,144.85,17,10.5,6.3,7.0,24.0,85.1,79,91.9,93.32
2024-07-30,2024,7,3,Tuesday,No,Yes,WH003,General,18204,37.7,63,Sunny,64,255,24475.43,100.55,11,7.5,4.1,7.1,24.0,58.0,69,96.1,80.99
2024-07-30,2024,7,3,Tuesday,No,Yes,WH004,General,24074,37.7,63,Sunny,75,266,30681.59,154.87,14,8.0,4.4,7.2,24.0,68.4,68,85.4,84.53
2024-07-30,2024,7,3,Tuesday,No,Yes,WH005,General,20253,37.7,63,Sunny,66,276,33781.92,184.32,16,8.1,4.5,6.9,24.0,64.3,70,94.8,82.81
2024-07-30,2024,7,3,Tuesday,No,Yes,WH006,General,20006,37.7,63,Sunny,95,380,42634.35,276.47,15,10.2,7.1,6.5,24.0,89.6,61,90.7,93.2
2024-07-31,2024,7,3,Wednesday,No,Yes,CW001,Cold,13828,39.6,60,Hot,92,215,20314.02,88.63,8,6.4,2.2,12.0,24.0,59.7,44,86.4,189.4
2024-07-31,2024,7,3,Wednesday,No,Yes,CW002,Cold,13143,39.6,60,Hot,79,159,14944.24,69.13,8,5.2,1.9,12.6,24.0,49.6,41,85.3,186.12
2024-07-31,2024,7,3,Wednesday,No,Yes,DG001,Dangerous Goods,11016,39.6,60,Hot,68,56,4054.57,10.29,2,2.6,0.3,7.4,24.0,40.5,24,86.1,116.63
2024-07-31,2024,7,3,Wednesday,No,Yes,EX001,Express,14467,39.6,60,Hot,95,334,3737.38,30.4,19,9.7,11.2,7.2,24.0,92.8,54,87.5,126.67
2024-07-31,2024,7,3,Wednesday,No,Yes,LA001,Live Animal,11771,39.6,60,Hot,42,10,412.15,6.4,1,0.6,0.0,7.6,24.0,21.5,19,98.0,131.57
2024-07-31,2024,7,3,Wednesday,No,Yes,VW001,Valuable,4419,39.6,60,Hot,61,23,133.77,1.06,1,1.3,0.1,4.6,24.0,29.6,11,93.9,76.3
2024-07-31,2024,7,3,Wednesday,No,Yes,WH001,General,23238,39.6,60,Hot,95,370,41440.9,257.74,18,10.7,6.4,8.0,24.0,91.1,62,94.9,89.76
2024-07-31,2024,7,3,Wednesday,No,Yes,WH002,General,18912,39.6,60,Hot,75,225,26599.48,132.42,13,7.0,4.1,7.2,24.0,61.7,59,97.8,85.92
2024-07-31,2024,7,3,Wednesday,No,Yes,WH003,General,18204,39.6,60,Hot,80,376,40259.39,162.37,15,10.1,6.4,7.4,24.0,78.8,75,90.9,96.91
2024-07-31,2024,7,3,Wednesday,No,Yes,WH004,General,24074,39.6,60,Hot,70,320,34027.83,226.49,12,8.6,6.0,7.7,24.0,69.1,64,89.4,94.72
2024-07-31,2024,7,3,Wednesday,No,Yes,WH005,General,20253,39.6,60,Hot,95,436,48090.0,209.41,29,11.9,7.5,7.9,24.0,95.0,69,94.9,99.7
2024-07-31,2024,7,3,Wednesday,No,Yes,WH006,General,20006,39.6,60,Hot,99,458,47968.06,244.34,30,11.8,8.1,8.1,24.0,95.0,68,90.6,94.34
2024-08-01,2024,8,3,Thursday,No,No,CW001,Cold,13828,38.1,60,Hot,78,228,18459.67,88.83,14,6.9,2.8,11.6,24.0,66.1,41,93.3,183.36
2024-08-01,2024,8,3,Thursday,No,No,CW002,Cold,13143,38.1,60,Hot,74,153,12444.72,45.46,6,5.0,1.6,12.3,24.0,51.3,42,93.7,178.3
2024-08-01,2024,8,3,Thursday,No,No,DG001,Dangerous Goods,11016,38.1,60,Hot,75,51,4275.57,9.09,3,2.0,0.1,6.6,24.0,41.8,20,95.4,118.16
2024-08-01,2024,8,3,Thursday,No,No,EX001,Express,14467,38.1,60,Hot,76,275,3486.06,31.07,18,7.5,9.6,6.9,24.0,69.6,44,97.1,119.06
2024-08-01,2024,8,3,Thursday,No,No,LA001,Live Animal,11771,38.1,60,Hot,49,9,188.43,3.52,1,1.5,0.0,7.2,24.0,26.8,10,88.9,131.71
2024-08-01,2024,8,3,Thursday,No,No,VW001,Valuable,4419,38.1,60,Hot,33,25,355.97,2.52,1,1.0,0.5,4.2,24.0,15.3,16,91.2,68.48
2024-08-01,2024,8,3,Thursday,No,No,WH001,General,23238,38.1,60,Hot,95,298,31534.02,126.7,14,8.9,5.7,7.1,24.0,82.7,70,92.6,95.1
2024-08-01,2024,8,3,Thursday,No,No,WH002,General,18912,38.1,60,Hot,64,238,22728.06,116.91,10,7.0,4.2,6.8,24.0,61.7,51,87.3,87.35
2024-08-01,2024,8,3,Thursday,No,No,WH003,General,18204,38.1,60,Hot,92,266,28024.53,179.68,10,7.9,4.5,7.1,24.0,69.2,63,96.4,85.38
2024-08-01,2024,8,3,Thursday,No,No,WH004,General,24074,38.1,60,Hot,79,321,27996.54,118.42,20,8.5,5.8,6.6,24.0,68.5,73,89.5,90.18
2024-08-01,2024,8,3,Thursday,No,No,WH005,General,20253,38.1,60,Hot,58,232,24805.52,141.85,9,6.7,4.5,7.5,24.0,60.6,67,94.7,88.48
2024-08-01,2024,8,3,Thursday,No,No,WH006,General,20006,38.1,60,Hot,66,264,29421.94,176.89,10,7.7,4.3,6.8,24.0,59.7,63,85.4,86.73
2024-08-02,2024,8,3,Friday,Yes,No,CW001,Cold,13828,36.8,62,Sunny,72,196,21363.13,100.97,10,6.0,2.0,11.8,24.0,55.1,49,93.0,180.78
2024-08-02,2024,8,3,Friday,Yes,No,CW002,Cold,13143,36.8,62,Sunny,68,123,11565.07,55.76,6,4.4,1.4,12.3,24.0,47.5,34,95.0,180.38
2024-08-02,2024,8,3,Friday,Yes,No,DG001,Dangerous Goods,11016,36.8,62,Sunny,61,36,2944.26,8.01,2,2.4,0.2,6.3,24.0,31.8,20,94.3,113.81
2024-08-02,2024,8,3,Friday,Yes,No,EX001,Express,14467,36.8,62,Sunny,92,310,4318.81,42.18,12,9.1,10.1,6.9,24.0,90.8,50,86.2,126.71
2024-08-02,2024,8,3,Friday,Yes,No,LA001,Live Animal,11771,36.8,62,Sunny,52,15,663.69,11.46,1,1.3,0.0,6.6,24.0,25.0,17,90.7,129.3
2024-08-02,2024,8,3,Friday,Yes,No,VW001,Valuable,4419,36.8,62,Sunny,29,18,129.57,1.22,1,0.6,0.4,4.1,24.0,17.7,16,86.2,71.7
2024-08-02,2024,8,3,Friday,Yes,No,WH001,General,23238,36.8,62,Sunny,60,177,18357.91,111.4,8,5.9,3.2,6.7,24.0,55.8,59,98.4,83.28
2024-08-02,2024,8,3,Friday,Yes,No,WH002,General,18912,36.8,62,Sunny,86,268,26483.35,149.21,13,7.8,5.1,6.2,24.0,70.3,63,90.7,91.84
2024-08-02,2024,8,3,Friday,Yes,No,WH003,General,18204,36.8,62,Sunny,66,239,26666.06,138.03,15,7.5,4.5,6.6,24.0,66.0,56,94.6,83.33
2024-08-02,2024,8,3,Friday,Yes,No,WH004,General,24074,36.8,62,Sunny,74,183,19429.7,107.72,7,6.1,3.0,6.4,24.0,62.3,52,85.2,86.89
2024-08-02,2024,8,3,Friday,Yes,No,WH005,General,20253,36.8,62,Sunny,92,250,29352.99,141.84,10,8.2,4.5,6.5,24.0,78.9,56,91.4,91.38
2024-08-02,2024,8,3,Friday,Yes,No,WH006,General,20006,36.8,62,Sunny,79,247,30318.18,135.23,13,7.2,4.5,6.9,24.0,68.1,68,90.6,89.01
2024-08-03,2024,8,3,Saturday,Yes,No,CW001,Cold,13828,37.3,57,Sunny,71,184,16258.63,75.79,10,5.2,2.0,11.6,24.0,48.7,44,94.0,176.81
2024-08-03,2024,8,3,Saturday,Yes,No,CW002,Cold,13143,37.3,57,Sunny,66,165,16427.86,58.76,6,5.6,1.9,12.4,24.0,50.1,39,94.1,176.89
2024-08-03,2024,8,3,Saturday,Yes,No,DG001,Dangerous Goods,11016,37.3,57,Sunny,77,41,3335.7,7.4,2,2.0,0.0,6.6,24.0,33.7,26,97.0,114.64
2024-08-03,2024,8,3,Saturday,Yes,No,EX001,Express,14467,37.3,57,Sunny,67,159,3211.01,22.95,7,5.2,5.5,6.8,24.0,50.6,35,87.6,119.49
2024-08-03,2024,8,3,Saturday,Yes,No,LA001,Live Animal,11771,37.3,57,Sunny,60,27,905.99,13.54,1,1.3,0.0,6.9,24.0,31.5,13,92.6,138.0
2024-08-03,2024,8,3,Saturday,Yes,No,VW001,Valuable,4419,37.3,57,Sunny,22,7,93.3,0.83,1,0.8,0.1,4.0,24.0,10.0,8,85.4,65.52
2024-08-03,2024,8,3,Saturday,Yes,No,WH001,General,23238,37.3,57,Sunny,67,256,21934.38,144.56,16,7.5,4.1,6.7,24.0,59.8,52,95.7,81.39
2024-08-03,2024,8,3,Saturday,Yes,No,WH002,General,18912,37.3,57,Sunny,93,348,40911.15,193.64,21,9.6,6.2,7.2,24.0,87.6,62,96.6,88.75
2024-08-03,2024,8,3,Saturday,Yes,No,WH003,General,18204,37.3,57,Sunny,68,165,16540.4,109.99,7,5.8,2.7,7.0,24.0,58.0,46,98.9,82.44
2024-08-03,2024,8,3,Saturday,Yes,No,WH004,General,24074,37.3,57,Sunny,73,277,27328.51,122.38,13,7.9,5.0,6.7,24.0,67.2,53,86.3,87.58
2024-08-03,2024,8,3,Saturday,Yes,No,WH005,General,20253,37.3,57,Sunny,68,213,20278.98,102.13,14,6.4,3.5,7.0,24.0,59.9,62,90.0,87.52
2024-08-03,2024,8,3,Saturday,Yes,No,WH006,General,20006,37.3,57,Sunny,78,241,21787.35,133.81,10,7.7,4.1,6.4,24.0,64.4,69,93.1,86.57
2024-08-04,2024,8,3,Sunday,No,No,CW001,Cold,13828,38.2,62,Cloudy,67,185,19563.14,80.15,12,5.2,1.8,12.3,24.0,50.5,45,87.3,181.34
2024-08-04,2024,8,3,Sunday,No,No,CW002,Cold,13143,38.2,62,Cloudy,68,170,17112.59,77.9,8,4.8,1.6,12.2,24.0,47.4,48,97.5,178.84
2024-08-04,2024,8,3,Sunday,No,No,DG001,Dangerous Goods,11016,38.2,62,Cloudy,57,51,3049.06,9.39,2,2.3,0.1,7.2,24.0,28.9,19,89.8,107.54
2024-08-04,2024,8,3,Sunday,No,No,EX001,Express,14467,38.2,62,Cloudy,75,236,4721.6,34.5,9,7.5,8.2,6.9,24.0,74.5,42,93.9,116.5
2024-08-04,2024,8,3,Sunday,No,No,LA001,Live Animal,11771,38.2,62,Cloudy,53,11,463.88,6.49,1,1.4,0.0,7.4,24.0,30.1,18,92.9,134.2
2024-08-04,2024,8,3,Sunday,No,No,VW001,Valuable,4419,38.2,62,Cloudy,21,11,95.31,0.5,1,0.5,0.5,4.2,24.0,14.5,11,91.7,64.82
2024-08-04,2024,8,3,Sunday,No,No,WH001,General,23238,38.2,62,Cloudy,58,150,15067.33,74.18,7,5.4,3.1,7.2,24.0,45.5,57,87.1,81.15
2024-08-04,2024,8,3,Sunday,No,No,WH002,General,18912,38.2,62,Cloudy,70,281,28953.49,129.25,18,7.8,5.1,6.9,24.0,70.2,54,97.3,85.54
2024-08-04,2024,8,3,Sunday,No,No,WH003,General,18204,38.2,62,Cloudy,83,279,33881.42,152.14,14,7.8,5.4,6.7,24.0,76.4,56,88.5,94.16
2024-08-04,2024,8,3,Sunday,No,No,WH004,General,24074,38.2,62,Cloudy,73,289,25361.52,161.1,11,8.0,5.0,6.9,24.0,64.5,70,93.8,91.01
2024-08-04,2024,8,3,Sunday,No,No,WH005,General,20253,38.2,62,Cloudy,87,247,30319.36,158.0,11,7.6,4.5,6.9,24.0,71.3,64,89.6,88.71
2024-08-04,2024,8,3,Sunday,No,No,WH006,General,20006,38.2,62,Cloudy,77,308,31848.91,194.04,14,8.8,5.9,6.6,24.0,74.7,74,85.7,87.17
2024-08-05,2024,8,3,Monday,No,No,CW001,Cold,13828,39.9,61,Hot,97,278,25000.78,86.97,16,8.2,3.2,11.9,24.0,73.9,46,88.1,187.03
2024-08-05,2024,8,3,Monday,No,No,CW002,Cold,13143,39.9,61,Hot,79,212,22202.65,86.04,13,6.6,2.3,12.4,24.0,57.1,44,85.8,192.24
2024-08-05,2024,8,3,Monday,No,No,DG001,Dangerous Goods,11016,39.9,61,Hot,66,35,2688.38,8.52,1,1.9,0.0,7.4,24.0,38.3,27,94.5,116.36
2024-08-05,2024,8,3,Monday,No,No,EX001,Express,14467,39.9,61,Hot,88,206,4213.31,37.68,8,6.5,7.5,7.3,24.0,68.2,42,89.2,122.1
2024-08-05,2024,8,3,Monday,No,No,LA001,Live Animal,11771,39.9,61,Hot,51,23,877.0,13.38,1,1.8,0.0,8.1,24.0,23.8,14,97.2,136.08
2024-08-05,2024,8,3,Monday,No,No,VW001,Valuable,4419,39.9,61,Hot,54,33,472.58,4.62,1,1.5,0.2,4.4,24.0,24.0,12,86.2,68.84
2024-08-05,2024,8,3,Monday,No,No,WH001,General,23238,39.9,61,Hot,81,303,27443.55,129.96,15,9.2,5.3,8.1,24.0,75.8,63,89.1,91.08
2024-08-05,2024,8,3,Monday,No,No,WH002,General,18912,39.9,61,Hot,75,311,38473.78,229.26,14,8.4,5.7,8.2,24.0,74.6,57,96.7,91.13
2024-08-05,2024,8,3,Monday,No,No,WH003,General,18204,39.9,61,Hot,69,239,23001.09,144.74,10,7.3,4.3,7.9,24.0,66.4,65,94.5,84.15
2024-08-05,2024,8,3,Monday,No,No,WH004,General,24074,39.9,61,Hot,84,207,21406.02,97.46,9,7.0,3.5,8.1,24.0,70.3,49,94.2,85.02
2024-08-05,2024,8,3,Monday,No,No,WH005,General,20253,39.9,61,Hot,76,220,26990.94,108.67,10,7.0,4.3,7.8,24.0,65.1,53,86.4,92.28
2024-08-05,2024,8,3,Monday,No,No,WH006,General,20006,39.9,61,Hot,59,216,19431.85,120.66,9,6.9,4.2,8.0,24.0,60.4,62,92.4,86.19
2024-08-06,2024,8,3,Tuesday,No,No,CW001,Cold,13828,37.3,62,Cloudy,94,250,25907.1,96.26,11,7.1,2.8,12.2,24.0,69.2,45,94.7,186.11
2024-08-06,2024,8,3,Tuesday,No,No,CW002,Cold,13143,37.3,62,Cloudy,83,149,12961.89,44.31,6,5.6,1.5,11.8,24.0,58.9,45,91.8,185.0
2024-08-06,2024,8,3,Tuesday,No,No,DG001,Dangerous Goods,11016,37.3,62,Cloudy,75,76,6634.08,15.4,3,3.1,0.4,6.8,24.0,45.6,28,90.2,108.94
2024-08-06,2024,8,3,Tuesday,No,No,EX001,Express,14467,37.3,62,Cloudy,75,213,4846.01,37.63,11,6.2,7.4,6.5,24.0,68.9,45,88.6,118.97
2024-08-06,2024,8,3,Tuesday,No,No,LA001,Live Animal,11771,37.3,62,Cloudy,56,22,606.59,6.85,1,1.8,0.0,7.2,24.0,25.6,13,89.0,135.48
2024-08-06,2024,8,3,Tuesday,No,No,VW001,Valuable,4419,37.3,62,Cloudy,48,38,291.35,1.93,2,2.0,0.1,4.1,24.0,30.1,15,86.1,66.03
2024-08-06,2024,8,3,Tuesday,No,No,WH001,General,23238,37.3,62,Cloudy,68,273,29575.56,126.0,17,7.6,4.8,7.1,24.0,68.5,59,85.6,84.77
2024-08-06,2024,8,3,Tuesday,No,No,WH002,General,18912,37.3,62,Cloudy,82,225,22259.28,95.08,9,7.6,3.5,7.1,24.0,67.9,70,85.0,90.79
2024-08-06,2024,8,3,Tuesday,No,No,WH003,General,18204,37.3,62,Cloudy,86,278,25564.93,123.02,16,8.4,5.2,6.3,24.0,73.3,60,97.9,84.63
2024-08-06,2024,8,3,Tuesday,No,No,WH004,General,24074,37.3,62,Cloudy,75,261,30815.88,157.82,16,7.4,4.4,6.6,24.0,66.8,60,98.3,89.07
2024-08-06,2024,8,3,Tuesday,No,No,WH005,General,20253,37.3,62,Cloudy,68,250,30362.91,146.21,14,6.9,4.7,6.5,24.0,57.5,61,92.8,84.94
2024-08-06,2024,8,3,Tuesday,No,No,WH006,General,20006,37.3,62,Cloudy,89,348,30540.8,132.62,16,9.8,6.6,7.2,24.0,79.8,76,90.1,86.23
2024-08-07,2024,8,3,Wednesday,No,No,CW001,Cold,13828,35.5,68,Cloudy,87,162,13435.37,54.58,8,5.2,2.0,11.3,24.0,59.9,46,98.6,183.2
2024-08-07,2024,8,3,Wednesday,No,No,CW002,Cold,13143,35.5,68,Cloudy,79,169,16755.72,61.03,7,5.2,1.7,11.5,24.0,50.4,38,95.6,182.62
2024-08-07,2024,8,3,Wednesday,No,No,DG001,Dangerous Goods,11016,35.5,68,Cloudy,66,40,2318.59,4.71,1,2.0,0.2,6.7,24.0,34.8,24,90.8,108.56
2024-08-07,2024,8,3,Wednesday,No,No,EX001,Express,14467,35.5,68,Cloudy,82,173,3883.73,42.52,8,5.8,5.5,6.5,24.0,59.6,45,96.1,118.94
2024-08-07,2024,8,3,Wednesday,No,No,LA001,Live Animal,11771,35.5,68,Cloudy,34,8,165.06,1.83,1,0.9,0.0,5.9,24.0,15.4,16,87.3,135.78
2024-08-07,2024,8,3,Wednesday,No,No,VW001,Valuable,4419,35.5,68,Cloudy,68,48,322.35,2.09,2,2.6,0.2,4.0,24.0,33.9,17,91.5,74.48
2024-08-07,2024,8,3,Wednesday,No,No,WH001,General,23238,35.5,68,Cloudy,86,277,33871.93,191.92,15,8.2,4.9,6.5,24.0,74.3,59,89.1,86.38
2024-08-07,2024,8,3,Wednesday,No,No,WH002,General,18912,35.5,68,Cloudy,95,268,27316.33,114.25,10,8.3,5.1,6.7,24.0,74.0,65,89.3,92.55
2024-08-07,2024,8,3,Wednesday,No,No,WH003,General,18204,35.5,68,Cloudy,74,207,21674.74,91.49,10,6.1,3.3,6.6,24.0,62.0,55,85.1,88.64
